Click Number,Timestamp,Tab Number,Username,Email,User ID,Session ID,Fingerprint,Birth Year,Account Age,URL Clicked,IP Address,ISP,City,State,Area,Pincode,Country,Country Code,Latitude,Longitude,Connection Type,Connection Speed (Mbps),Latency (ms),Connection Description,Location Tier,User Agent,Screen Resolution,Timezone,Language,Session Start Time,Session End Time,Time Taken (seconds),Interaction Duration (seconds)
1,"2025-09-18T20:34:26.092Z",1,"Ramesh Mehta","ramesh879@gmail.com",4681,"og1n0l","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:07.899Z","2025-09-18T20:34:26.092Z",18.19,18.19
2,"2025-09-18T20:34:26.115Z",1,"Vivek Patel","vivek897@gmail.com",1519,"xzlpe9","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:07.899Z","2025-09-18T20:34:26.115Z",18.22,18.22
3,"2025-09-18T20:34:26.115Z",1,"Vinod Jain","vinod432@gmail.com",2278,"8hn7nu","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:07.899Z","2025-09-18T20:34:26.115Z",18.22,18.22
4,"2025-09-18T20:34:26.331Z",1,"Abhishek Bhatia","abhishek542@gmail.com",1163,"v7puu3","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:07.899Z","2025-09-18T20:34:26.331Z",18.43,18.43
5,"2025-09-18T20:34:26.400Z",1,"Shreya Pandey","shreya493@gmail.com",4882,"e38hbx","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:07.898Z","2025-09-18T20:34:26.399Z",18.5,18.50
6,"2025-09-18T20:34:45.609Z",2,"Yash Modi","yash459@gmail.com",3041,"w2usth","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:28.167Z","2025-09-18T20:34:45.609Z",17.44,17.44
7,"2025-09-18T20:34:45.706Z",2,"Rina Bhattacharya","rina849@gmail.com",2930,"2qrzkz","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:27.815Z","2025-09-18T20:34:45.706Z",17.89,17.89
8,"2025-09-18T20:34:45.706Z",2,"Usha Pandya","usha475@gmail.com",9734,"vepxha","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:28.274Z","2025-09-18T20:34:45.706Z",17.43,17.43
9,"2025-09-18T20:34:45.812Z",2,"Preeti Chopra","preeti248@gmail.com",2130,"m15koh","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:28.454Z","2025-09-18T20:34:45.812Z",17.36,17.36
10,"2025-09-18T20:34:46.052Z",2,"Vishal Sheth","vishal694@gmail.com",8858,"3wclug","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:29.563Z","2025-09-18T20:34:46.052Z",16.49,16.49
11,"2025-09-18T20:35:03.978Z",3,"Prakash Sachdeva","prakash663@gmail.com",7842,"xt3390","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T20:34:47.793Z","2025-09-18T20:35:03.978Z",16.18,16.18
