Click Number,Timestamp,Tab Number,Username,Email,User ID,Session ID,Fingerprint,Birth Year,Account Age,URL Clicked,IP Address,ISP,City,State,Area,Pincode,Country,Country Code,Latitude,Longitude,Connection Type,Connection Speed (Mbps),Latency (ms),Connection Description,Location Tier,User Agent,Screen Resolution,Timezone,Language,Session Start Time,Session End Time,Time Taken (seconds),Interaction Duration (seconds)
1,"2025-09-18T21:34:41.934Z",1,"Swati Pal","swati164@gmail.com",2959,"k1k319","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.984Z","2025-09-18T21:34:41.934Z",35.95,35.95
2,"2025-09-18T21:34:42.129Z",2,"Gaurav Khanna","gaurav862@gmail.com",7875,"46e0tw","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.988Z","2025-09-18T21:34:42.123Z",36.13,36.13
3,"2025-09-18T21:34:43.167Z",2,"Anjali Kamath","anjali872@gmail.com",2643,"gwwt65","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.987Z","2025-09-18T21:34:43.167Z",37.18,37.18
4,"2025-09-18T21:34:43.307Z",3,"Amit Dutta","amit7@gmail.com",8564,"6khvac","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.987Z","2025-09-18T21:34:43.307Z",37.32,37.32
5,"2025-09-18T21:34:43.636Z",1,"Praveen Mitra","praveen232@gmail.com",2479,"49mtkz","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.988Z","2025-09-18T21:34:43.636Z",37.65,37.65
6,"2025-09-18T21:35:07.947Z",3,"Sushma Aggarwal","sushma806@gmail.com",5962,"ufavjz","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.988Z","2025-09-18T21:35:07.947Z",61.96,61.96
7,"2025-09-18T21:35:07.960Z",1,"Sita Mitra","sita176@gmail.com",7536,"cqdg6h","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.989Z","2025-09-18T21:35:07.960Z",61.97,61.97
8,"2025-09-18T21:35:11.564Z",3,"Priya Bajaj","priya5@gmail.com",1899,"vagsjj","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.989Z","2025-09-18T21:35:11.563Z",65.57,65.57
9,"2025-09-18T21:35:11.928Z",1,"Meera Vasani","meera386@gmail.com",3807,"2jbij8","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.990Z","2025-09-18T21:35:11.928Z",65.94,65.94
10,"2025-09-18T21:35:11.951Z",2,"Pankaj Bose","pankaj44@gmail.com",6114,"uq51iy","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-18T21:34:05.989Z","2025-09-18T21:35:11.951Z",65.96,65.96
