Click Number,Timestamp,Tab Number,Username,Email,User ID,Session ID,Fingerprint,Birth Year,Account Age,URL Clicked,IP Address,ISP,City,State,Area,Pincode,Country,Country Code,Latitude,Longitude,Connection Type,Connection Speed (Mbps),Latency (ms),Connection Description,Location Tier,User Agent,Screen Resolution,Timezone,Language,Session Start Time,Session End Time,Time Taken (seconds),Interaction Duration (seconds)
1,"2025-09-24T03:49:32.410Z",1,"Rohit Mishra","rohit753@gmail.com",2468,"siwy3k","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:49:20.079Z","2025-09-24T03:49:32.410Z",12.33,12.33
2,"2025-09-24T03:49:56.453Z",1,"Rakesh Zaveri","rakesh381@gmail.com",1233,"3gan6p","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:49:44.958Z","2025-09-24T03:49:56.453Z",11.49,11.49
3,"2025-09-24T03:50:24.394Z",1,"Tarun Joshi","tarun134@gmail.com",7911,"2in1on","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:50:13.041Z","2025-09-24T03:50:24.394Z",11.35,11.35
4,"2025-09-24T03:50:44.845Z",1,"Shreya Dey","shreya623@gmail.com",4959,"9hfbt1","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:50:34.737Z","2025-09-24T03:50:44.845Z",10.11,10.11
5,"2025-09-24T03:51:02.599Z",1,"Mohan Vohra","mohan161@gmail.com",7973,"ifc4i3","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:50:51.137Z","2025-09-24T03:51:02.599Z",11.46,11.46
6,"2025-09-24T03:51:33.477Z",1,"Jyoti Dalal","jyoti142@gmail.com",8560,"2jh8hr","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:51:21.993Z","2025-09-24T03:51:33.477Z",11.48,11.48
7,"2025-09-24T03:51:50.671Z",1,"Yash Patel","yash286@gmail.com",4418,"40gde7","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:51:40.621Z","2025-09-24T03:51:50.671Z",10.05,10.05
8,"2025-09-24T03:52:18.351Z",1,"Usha Tiwari","usha511@gmail.com",5442,"u9q9it","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:52:06.163Z","2025-09-24T03:52:18.351Z",12.19,12.19
9,"2025-09-24T03:52:37.641Z",1,"Arjun Sethi","arjun777@gmail.com",5586,"s6n3fu","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:52:26.415Z","2025-09-24T03:52:37.641Z",11.23,11.23
10,"2025-09-24T03:53:04.129Z",1,"Vishal Khanna","vishal951@gmail.com",1589,"32o7d5","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:52:51.345Z","2025-09-24T03:53:04.129Z",12.78,12.78
11,"2025-09-24T03:53:56.600Z",1,"Rekha Arora","rekha322@gmail.com",8538,"1bvlt2","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:53:45.001Z","2025-09-24T03:53:56.600Z",11.6,11.60
12,"2025-09-24T03:54:16.763Z",1,"Prakash Malhotra","prakash232@gmail.com",2517,"gkqfcb","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:54:05.233Z","2025-09-24T03:54:16.763Z",11.53,11.53
13,"2025-09-24T03:54:43.147Z",1,"Anurag Joshi","anurag973@gmail.com",6355,"cciasj","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:54:31.590Z","2025-09-24T03:54:43.147Z",11.56,11.56
14,"2025-09-24T03:55:14.001Z",1,"Devesh Chopra","devesh177@gmail.com",5779,"4dbx48","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:55:02.473Z","2025-09-24T03:55:14.001Z",11.53,11.53
15,"2025-09-24T03:55:38.242Z",1,"Kiran Sheth","kiran368@gmail.com",9366,"ko0f62","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:55:26.726Z","2025-09-24T03:55:38.242Z",11.52,11.52
16,"2025-09-24T03:55:59.948Z",1,"Ramesh Chakraborty","ramesh104@gmail.com",8574,"ojcwph","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:55:48.330Z","2025-09-24T03:55:59.948Z",11.62,11.62
17,"2025-09-24T03:56:16.386Z",1,"Mohan Pillai","mohan841@gmail.com",1380,"9j7hst","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:56:06.010Z","2025-09-24T03:56:16.386Z",10.38,10.38
18,"2025-09-24T03:56:32.757Z",1,"Sanjay Arora","sanjay874@gmail.com",8358,"0j7qwb","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:56:22.431Z","2025-09-24T03:56:32.757Z",10.33,10.33
19,"2025-09-24T03:56:50.223Z",1,"Kiran Bhatia","kiran535@gmail.com",2466,"t9urqk","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:56:38.336Z","2025-09-24T03:56:50.223Z",11.89,11.89
20,"2025-09-24T03:57:16.729Z",1,"Deepika Singh","deepika706@gmail.com",3887,"sad6m1","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:57:05.641Z","2025-09-24T03:57:16.729Z",11.09,11.09
21,"2025-09-24T03:58:11.925Z",1,"Hemant Kulkarni","hemant803@gmail.com",8814,"jnh9gm","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:58:00.439Z","2025-09-24T03:58:11.924Z",11.48,11.48
22,"2025-09-24T03:58:39.473Z",1,"Rajesh Bose","rajesh903@gmail.com",8277,"cd1jfh","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:58:27.948Z","2025-09-24T03:58:39.473Z",11.53,11.53
23,"2025-09-24T03:59:11.785Z",1,"Pooja Agarwal","pooja881@gmail.com",2057,"jk7knl","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:58:59.422Z","2025-09-24T03:59:11.785Z",12.36,12.36
24,"2025-09-24T03:59:44.692Z",1,"Ankit Bansal","ankit409@gmail.com",9958,"kfjv6k","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:59:32.292Z","2025-09-24T03:59:44.692Z",12.4,12.40
25,"2025-09-24T04:00:07.668Z",1,"Hemant Bose","hemant862@gmail.com",8355,"v2p0la","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:59:56.147Z","2025-09-24T04:00:07.668Z",11.52,11.52
