Click Number,Timestamp,Tab Number,Username,Email,User ID,Session ID,Fingerprint,Birth Year,Account Age,URL Clicked,IP Address,ISP,City,State,Area,Pincode,Country,Country Code,Latitude,Longitude,Connection Type,Connection Speed (Mbps),Latency (ms),Connection Description,Location Tier,User Agent,Screen Resolution,Timezone,Language,Session Start Time,Session End Time,Time Taken (seconds),Interaction Duration (seconds)
1,"2025-09-19T05:21:54.845Z",1,"Kalpana Mazumdar","kalpana94@gmail.com",7646,"7t5pi0","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:20:32.713Z","2025-09-19T05:21:54.845Z",82.13,82.13
2,"2025-09-19T05:24:43.234Z",1,"Vandana Malhotra","vandana281@gmail.com",3141,"gt48xe","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:23:20.987Z","2025-09-19T05:24:43.234Z",82.25,82.25
3,"2025-09-19T05:27:46.086Z",1,"Ajay Joshi","ajay96@gmail.com",2490,"yifa1j","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:26:24.051Z","2025-09-19T05:27:46.086Z",82.03,82.03
4,"2025-09-19T05:30:26.221Z",1,"Shreya Nair","shreya432@gmail.com",2932,"zkyxcy","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:29:04.196Z","2025-09-19T05:30:26.221Z",82.03,82.03
5,"2025-09-19T05:33:38.621Z",1,"Devesh Srivastava","devesh790@gmail.com",8152,"lnr9ij","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:32:16.597Z","2025-09-19T05:33:38.621Z",82.02,82.02
6,"2025-09-19T05:36:59.255Z",1,"Kiran Bhatia","kiran125@gmail.com",1057,"mrmktl","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:35:37.301Z","2025-09-19T05:36:59.255Z",81.95,81.95
7,"2025-09-19T05:38:58.665Z",1,"Devesh Banerjee","devesh517@gmail.com",7248,"cynwf2","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:37:36.630Z","2025-09-19T05:38:58.664Z",82.03,82.03
8,"2025-09-19T05:40:54.803Z",1,"Pallavi Krishnan","pallavi244@gmail.com",9341,"mpjai6","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:39:32.839Z","2025-09-19T05:40:54.803Z",81.96,81.96
9,"2025-09-19T05:42:51.989Z",1,"Anita Ghosh","anita839@gmail.com",5169,"bydow2","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:41:30.012Z","2025-09-19T05:42:51.989Z",81.98,81.98
10,"2025-09-19T05:45:54.078Z",1,"Anupam Saxena","anupam865@gmail.com",4426,"e1r5g6","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:44:32.023Z","2025-09-19T05:45:54.077Z",82.05,82.05
11,"2025-09-19T05:49:44.837Z",1,"Rina Pal","rina525@gmail.com",4398,"ahchc7","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:48:22.851Z","2025-09-19T05:49:44.837Z",81.99,81.99
12,"2025-09-19T05:52:41.707Z",1,"Bindu Kapoor","bindu445@gmail.com",9901,"xs6bm6","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:51:19.708Z","2025-09-19T05:52:41.707Z",82,82.00
13,"2025-09-19T05:54:52.299Z",1,"Kiran Khurana","kiran457@gmail.com",8478,"jhas55","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:53:58.350Z","2025-09-19T05:54:52.299Z",53.95,53.95
14,"2025-09-19T05:57:05.117Z",1,"Sita Bhatia","sita289@gmail.com",8001,"n85v9z","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:55:43.056Z","2025-09-19T05:57:05.117Z",82.06,82.06
15,"2025-09-19T05:59:56.214Z",1,"Anil Rao","anil889@gmail.com",5785,"sxv21t","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T05:58:34.130Z","2025-09-19T05:59:56.214Z",82.08,82.08
16,"2025-09-19T06:02:28.391Z",1,"Prakash Vohra","prakash776@gmail.com",8588,"n38pe3","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:01:06.441Z","2025-09-19T06:02:28.391Z",81.95,81.95
17,"2025-09-19T06:05:14.454Z",1,"Nisha Vohra","nisha898@gmail.com",7260,"8eux6j","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:03:52.388Z","2025-09-19T06:05:14.454Z",82.07,82.07
18,"2025-09-19T06:07:41.967Z",1,"Sarita Thakkar","sarita379@gmail.com",9228,"xk34ko","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:06:19.862Z","2025-09-19T06:07:41.967Z",82.11,82.11
19,"2025-09-19T06:09:55.745Z",1,"Swati Modi","swati563@gmail.com",5487,"cqgm35","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:08:33.740Z","2025-09-19T06:09:55.745Z",82,82.00
20,"2025-09-19T06:12:47.366Z",1,"Lalit Shenoy","lalit814@gmail.com",2947,"4yri22","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:11:25.299Z","2025-09-19T06:12:47.366Z",82.07,82.07
21,"2025-09-19T06:16:36.143Z",1,"Nisha Malhotra","nisha584@gmail.com",6974,"g952ku","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:15:14.112Z","2025-09-19T06:16:36.143Z",82.03,82.03
22,"2025-09-19T06:19:50.143Z",1,"Sunita Roy","sunita834@gmail.com",6810,"5saa4k","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:18:28.094Z","2025-09-19T06:19:50.143Z",82.05,82.05
23,"2025-09-19T06:22:00.997Z",1,"Tanvi Arora","tanvi172@gmail.com",9296,"go9y6m","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:20:38.980Z","2025-09-19T06:22:00.997Z",82.02,82.02
24,"2025-09-19T06:24:11.553Z",1,"Ajay Mukherjee","ajay456@gmail.com",6184,"cwwpbe","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:23:17.494Z","2025-09-19T06:24:11.552Z",54.06,54.06
25,"2025-09-19T06:26:07.376Z",1,"Manish Krishnan","manish755@gmail.com",8646,"t33fc4","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:24:45.338Z","2025-09-19T06:26:07.376Z",82.04,82.04
26,"2025-09-19T06:29:39.013Z",1,"Praveen Kapoor","praveen160@gmail.com",5313,"79muij","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:28:17.007Z","2025-09-19T06:29:39.012Z",82,82.00
27,"2025-09-19T06:32:54.245Z",1,"Suresh Mukherjee","suresh413@gmail.com",8285,"34juno","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:31:32.129Z","2025-09-19T06:32:54.245Z",82.12,82.12
28,"2025-09-19T06:35:59.838Z",1,"Geeta Subramanian","geeta915@gmail.com",3119,"vfrdj7","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:34:37.690Z","2025-09-19T06:35:59.838Z",82.15,82.15
29,"2025-09-19T06:39:18.954Z",1,"Vidya Mahajan","vidya123@gmail.com",2303,"w5gmo3","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:37:56.349Z","2025-09-19T06:39:18.954Z",82.61,82.61
30,"2025-09-19T06:41:16.460Z",1,"Chhaya Dalal","chhaya773@gmail.com",7371,"nkdqvb","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:39:54.447Z","2025-09-19T06:41:16.460Z",82.01,82.01
31,"2025-09-19T06:43:49.304Z",1,"Hemant Vora","hemant652@gmail.com",3780,"ykak1i","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:42:27.319Z","2025-09-19T06:43:49.304Z",81.98,81.98
32,"2025-09-19T06:46:19.424Z",1,"Madhuri Pillai","madhuri368@gmail.com",1211,"3f6237","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:44:57.399Z","2025-09-19T06:46:19.424Z",82.03,82.03
33,"2025-09-19T06:49:07.890Z",1,"Aditya Krishnan","aditya889@gmail.com",7333,"6y7x8f","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:47:45.833Z","2025-09-19T06:49:07.890Z",82.06,82.06
34,"2025-09-19T06:51:27.586Z",1,"Sachin Vasani","sachin280@gmail.com",6361,"zgg2ug","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:50:05.460Z","2025-09-19T06:51:27.586Z",82.13,82.13
35,"2025-09-19T06:54:37.054Z",1,"Pooja Subramanian","pooja63@gmail.com",2784,"ysu0v0","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:53:15.042Z","2025-09-19T06:54:37.054Z",82.01,82.01
36,"2025-09-19T06:57:30.386Z",1,"Jatin Oberoi","jatin300@gmail.com",2177,"7jga9b","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:56:08.407Z","2025-09-19T06:57:30.385Z",81.98,81.98
37,"2025-09-19T07:00:52.563Z",1,"Vaishali Chopra","vaishali108@gmail.com",1392,"q2m9qk","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T06:59:30.499Z","2025-09-19T07:00:52.563Z",82.06,82.06
38,"2025-09-19T07:03:13.791Z",1,"Sushma Shah","sushma207@gmail.com",6713,"hcd41a","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T07:01:51.744Z","2025-09-19T07:03:13.791Z",82.05,82.05
39,"2025-09-19T07:06:01.348Z",1,"Archana Malhotra","archana318@gmail.com",3661,"b5e06s","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T07:04:39.263Z","2025-09-19T07:06:01.348Z",82.08,82.08
40,"2025-09-19T07:08:45.012Z",1,"Divya Dey","divya59@gmail.com",2609,"30zhjt","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T07:07:22.855Z","2025-09-19T07:08:45.012Z",82.16,82.16
41,"2025-09-19T07:11:57.377Z",1,"Suresh Arora","suresh740@gmail.com",8419,"k77m5u","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T07:10:35.442Z","2025-09-19T07:11:57.377Z",81.94,81.94
42,"2025-09-19T07:14:34.735Z",1,"Pankaj Bhardwaj","pankaj712@gmail.com",8296,"4xs0c1","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T07:13:12.677Z","2025-09-19T07:14:34.735Z",82.06,82.06
43,"2025-09-19T07:17:26.532Z",1,"Disha Joshi","disha820@gmail.com",5093,"qppt5l","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T07:16:04.431Z","2025-09-19T07:17:26.532Z",82.1,82.10
