Click Number,Timestamp,Tab Number,Username,Email,User ID,Session ID,Fingerprint,Birth Year,Account Age,URL Clicked,IP Address,ISP,City,State,Area,Pincode,Country,Country Code,Latitude,Longitude,Connection Type,Connection Speed (Mbps),Latency (ms),Connection Description,Location Tier,User Agent,Screen Resolution,Timezone,Language,Session Start Time,Session End Time,Time Taken (seconds),Interaction Duration (seconds)
1,"2025-09-19T11:38:27.431Z",1,"Rohit Kamath","rohit396@gmail.com",6950,"95yam0","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:37:36.103Z","2025-09-19T11:38:27.431Z",51.33,51.33
2,"2025-09-19T11:39:24.838Z",1,"Vidya Sethi","vidya861@gmail.com",4778,"szj9uy","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:38:52.194Z","2025-09-19T11:39:24.838Z",32.64,32.64
3,"2025-09-19T11:40:51.481Z",1,"Suresh Sachdeva","suresh500@gmail.com",7214,"m5jmqa","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:40:00.291Z","2025-09-19T11:40:51.481Z",51.19,51.19
4,"2025-09-19T11:41:51.122Z",1,"Sunil Nair","sunil600@gmail.com",4276,"rc4ucc","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:41:19.480Z","2025-09-19T11:41:51.121Z",31.64,31.64
5,"2025-09-19T11:43:32.639Z",1,"Praveen Zaveri","praveen824@gmail.com",4379,"cbask9","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=4620&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:42:41.383Z","2025-09-19T11:43:32.638Z",51.26,51.26
6,"2025-09-19T11:44:39.192Z",1,"Hemlata Goel","hemlata455@gmail.com",1188,"vpz7rw","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=4620&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:44:07.688Z","2025-09-19T11:44:39.192Z",31.5,31.50
7,"2025-09-19T11:45:56.370Z",1,"Madhuri Wadhwa","madhuri567@gmail.com",6367,"d9gds0","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=4620&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:45:23.179Z","2025-09-19T11:45:56.370Z",33.19,33.19
8,"2025-09-19T11:47:16.415Z",1,"Devesh Mehta","devesh754@gmail.com",1910,"72qhqk","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=4620&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:46:25.176Z","2025-09-19T11:47:16.415Z",51.24,51.24
9,"2025-09-19T11:49:14.701Z",1,"Neha Sethi","neha252@gmail.com",3892,"utcc44","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:48:24.098Z","2025-09-19T11:49:14.701Z",50.6,50.60
10,"2025-09-19T11:50:35.579Z",1,"Rakesh Shenoy","rakesh711@gmail.com",2651,"9nixcz","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-19T11:49:44.138Z","2025-09-19T11:50:35.579Z",51.44,51.44
