Click Number,Timestamp,Tab Number,Username,Email,User ID,Session ID,Fingerprint,Birth Year,Account Age,URL Clicked,IP Address,ISP,City,State,Area,Pincode,Country,Country Code,Latitude,Longitude,Connection Type,Connection Speed (Mbps),Latency (ms),Connection Description,Location Tier,User Agent,Screen Resolution,Timezone,Language,Session Start Time,Session End Time,Time Taken (seconds),Interaction Duration (seconds)
1,"2025-09-24T03:49:32.410Z",1,"Rohit Mishra","rohit753@gmail.com",2468,"siwy3k","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:49:20.079Z","2025-09-24T03:49:32.410Z",12.33,12.33
2,"2025-09-24T03:49:56.453Z",1,"Rakesh Zaveri","rakesh381@gmail.com",1233,"3gan6p","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:49:44.958Z","2025-09-24T03:49:56.453Z",11.49,11.49
3,"2025-09-24T03:50:24.394Z",1,"Tarun Joshi","tarun134@gmail.com",7911,"2in1on","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:50:13.041Z","2025-09-24T03:50:24.394Z",11.35,11.35
4,"2025-09-24T03:50:44.845Z",1,"Shreya Dey","shreya623@gmail.com",4959,"9hfbt1","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:50:34.737Z","2025-09-24T03:50:44.845Z",10.11,10.11
5,"2025-09-24T03:51:02.599Z",1,"Mohan Vohra","mohan161@gmail.com",7973,"ifc4i3","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:50:51.137Z","2025-09-24T03:51:02.599Z",11.46,11.46
6,"2025-09-24T03:51:33.477Z",1,"Jyoti Dalal","jyoti142@gmail.com",8560,"2jh8hr","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:51:21.993Z","2025-09-24T03:51:33.477Z",11.48,11.48
7,"2025-09-24T03:51:50.671Z",1,"Yash Patel","yash286@gmail.com",4418,"40gde7","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:51:40.621Z","2025-09-24T03:51:50.671Z",10.05,10.05
8,"2025-09-24T03:52:18.351Z",1,"Usha Tiwari","usha511@gmail.com",5442,"u9q9it","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:52:06.163Z","2025-09-24T03:52:18.351Z",12.19,12.19
9,"2025-09-24T03:52:37.641Z",1,"Arjun Sethi","arjun777@gmail.com",5586,"s6n3fu","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:52:26.415Z","2025-09-24T03:52:37.641Z",11.23,11.23
10,"2025-09-24T03:53:04.129Z",1,"Vishal Khanna","vishal951@gmail.com",1589,"32o7d5","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:52:51.345Z","2025-09-24T03:53:04.129Z",12.78,12.78
11,"2025-09-24T03:53:56.600Z",1,"Rekha Arora","rekha322@gmail.com",8538,"1bvlt2","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:53:45.001Z","2025-09-24T03:53:56.600Z",11.6,11.60
12,"2025-09-24T03:54:16.763Z",1,"Prakash Malhotra","prakash232@gmail.com",2517,"gkqfcb","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:54:05.233Z","2025-09-24T03:54:16.763Z",11.53,11.53
13,"2025-09-24T03:54:43.147Z",1,"Anurag Joshi","anurag973@gmail.com",6355,"cciasj","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:54:31.590Z","2025-09-24T03:54:43.147Z",11.56,11.56
14,"2025-09-24T03:55:14.001Z",1,"Devesh Chopra","devesh177@gmail.com",5779,"4dbx48","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:55:02.473Z","2025-09-24T03:55:14.001Z",11.53,11.53
15,"2025-09-24T03:55:38.242Z",1,"Kiran Sheth","kiran368@gmail.com",9366,"ko0f62","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:55:26.726Z","2025-09-24T03:55:38.242Z",11.52,11.52
16,"2025-09-24T03:55:59.948Z",1,"Ramesh Chakraborty","ramesh104@gmail.com",8574,"ojcwph","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:55:48.330Z","2025-09-24T03:55:59.948Z",11.62,11.62
17,"2025-09-24T03:56:16.386Z",1,"Mohan Pillai","mohan841@gmail.com",1380,"9j7hst","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:56:06.010Z","2025-09-24T03:56:16.386Z",10.38,10.38
18,"2025-09-24T03:56:32.757Z",1,"Sanjay Arora","sanjay874@gmail.com",8358,"0j7qwb","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:56:22.431Z","2025-09-24T03:56:32.757Z",10.33,10.33
19,"2025-09-24T03:56:50.223Z",1,"Kiran Bhatia","kiran535@gmail.com",2466,"t9urqk","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:56:38.336Z","2025-09-24T03:56:50.223Z",11.89,11.89
20,"2025-09-24T03:57:16.729Z",1,"Deepika Singh","deepika706@gmail.com",3887,"sad6m1","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:57:05.641Z","2025-09-24T03:57:16.729Z",11.09,11.09
21,"2025-09-24T03:58:11.925Z",1,"Hemant Kulkarni","hemant803@gmail.com",8814,"jnh9gm","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:58:00.439Z","2025-09-24T03:58:11.924Z",11.48,11.48
22,"2025-09-24T03:58:39.473Z",1,"Rajesh Bose","rajesh903@gmail.com",8277,"cd1jfh","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:58:27.948Z","2025-09-24T03:58:39.473Z",11.53,11.53
23,"2025-09-24T03:59:11.785Z",1,"Pooja Agarwal","pooja881@gmail.com",2057,"jk7knl","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:58:59.422Z","2025-09-24T03:59:11.785Z",12.36,12.36
24,"2025-09-24T03:59:44.692Z",1,"Ankit Bansal","ankit409@gmail.com",9958,"kfjv6k","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:59:32.292Z","2025-09-24T03:59:44.692Z",12.4,12.40
25,"2025-09-24T04:00:07.668Z",1,"Hemant Bose","hemant862@gmail.com",8355,"v2p0la","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T03:59:56.147Z","2025-09-24T04:00:07.668Z",11.52,11.52
26,"2025-09-24T04:00:24.627Z",1,"Suresh Joshi","suresh665@gmail.com",1954,"etb34b","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:00:14.582Z","2025-09-24T04:00:24.627Z",10.04,10.04
27,"2025-09-24T04:00:45.393Z",1,"Mukesh Malhotra","mukesh305@gmail.com",1901,"fwyvjz","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:00:33.809Z","2025-09-24T04:00:45.393Z",11.58,11.58
28,"2025-09-24T04:01:07.482Z",1,"Bharti Dey","bharti437@gmail.com",7124,"fxz4xn","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:00:57.447Z","2025-09-24T04:01:07.482Z",10.04,10.04
29,"2025-09-24T04:01:31.169Z",1,"Sunil Ganguly","sunil92@gmail.com",8061,"0a6qgp","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:01:19.600Z","2025-09-24T04:01:31.169Z",11.57,11.57
30,"2025-09-24T04:01:59.208Z",1,"Rina Bose","rina572@gmail.com",3388,"ni8gux","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:01:47.541Z","2025-09-24T04:01:59.208Z",11.67,11.67
31,"2025-09-24T04:02:50.011Z",1,"Pooja Das","pooja675@gmail.com",3783,"zukg2y","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:02:38.528Z","2025-09-24T04:02:50.010Z",11.48,11.48
32,"2025-09-24T04:03:13.844Z",1,"Sunita Pandya","sunita942@gmail.com",4748,"0bgqof","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:03:02.300Z","2025-09-24T04:03:13.844Z",11.54,11.54
33,"2025-09-24T04:03:32.085Z",1,"Akash Mukherjee","akash133@gmail.com",2300,"4blz2u","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:03:20.476Z","2025-09-24T04:03:32.085Z",11.61,11.61
34,"2025-09-24T04:03:52.639Z",1,"Harsh Mittal","harsh390@gmail.com",9674,"fvdfdd","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:03:40.867Z","2025-09-24T04:03:52.639Z",11.77,11.77
35,"2025-09-24T04:04:17.448Z",1,"Archana Dalal","archana611@gmail.com",9704,"0mpqou","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:04:05.515Z","2025-09-24T04:04:17.448Z",11.93,11.93
36,"2025-09-24T04:04:46.324Z",1,"Rekha Varma","rekha804@gmail.com",2153,"03tndh","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:04:34.761Z","2025-09-24T04:04:46.324Z",11.56,11.56
37,"2025-09-24T04:05:17.277Z",1,"Rajeev Bansal","rajeev454@gmail.com",8815,"bb4nph","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:05:04.977Z","2025-09-24T04:05:17.277Z",12.3,12.30
38,"2025-09-24T04:05:45.046Z",1,"Radha Pandey","radha357@gmail.com",7545,"3p49ku","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:05:32.721Z","2025-09-24T04:05:45.046Z",12.32,12.32
39,"2025-09-24T04:06:05.251Z",1,"Deepak Thakur","deepak612@gmail.com",1124,"nssn1m","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:05:53.792Z","2025-09-24T04:06:05.251Z",11.46,11.46
40,"2025-09-24T04:06:36.834Z",1,"Sarita Varma","sarita282@gmail.com",4489,"ec6t6t","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:06:24.931Z","2025-09-24T04:06:36.834Z",11.9,11.90
41,"2025-09-24T04:07:32.740Z",1,"Meera Joshi","meera240@gmail.com",5361,"jdzufq","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:07:21.188Z","2025-09-24T04:07:32.740Z",11.55,11.55
42,"2025-09-24T04:07:51.926Z",1,"Vivek Sarkar","vivek791@gmail.com",5813,"m507do","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:07:40.468Z","2025-09-24T04:07:51.926Z",11.46,11.46
43,"2025-09-24T04:08:21.229Z",1,"Nikhil Dalal","nikhil372@gmail.com",5725,"vjqd0n","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:08:09.300Z","2025-09-24T04:08:21.229Z",11.93,11.93
44,"2025-09-24T04:08:45.634Z",1,"Mohan Pillai","mohan467@gmail.com",2421,"dgspn4","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:08:35.521Z","2025-09-24T04:08:45.634Z",10.11,10.11
45,"2025-09-24T04:09:13.202Z",1,"Meera Rao","meera248@gmail.com",6111,"0z75kz","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:09:01.578Z","2025-09-24T04:09:13.202Z",11.62,11.62
46,"2025-09-24T04:09:35.070Z",1,"Anupam Kothari","anupam90@gmail.com",5079,"s83czh","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=17","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:09:23.480Z","2025-09-24T04:09:35.070Z",11.59,11.59
47,"2025-09-24T04:09:53.248Z",1,"Tanvi Kulkarni","tanvi768@gmail.com",7533,"cpo0m6","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=13","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:09:41.772Z","2025-09-24T04:09:53.248Z",11.48,11.48
48,"2025-09-24T04:10:24.848Z",1,"Bharti Wadhwa","bharti783@gmail.com",4362,"hmoepk","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=14","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:10:13.399Z","2025-09-24T04:10:24.848Z",11.45,11.45
49,"2025-09-24T04:10:52.239Z",1,"Anupam Menon","anupam412@gmail.com",7187,"2u1rj5","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=16","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:10:41.178Z","2025-09-24T04:10:52.239Z",11.06,11.06
50,"2025-09-24T04:11:12.309Z",1,"Arjun Gupta","arjun524@gmail.com",4345,"jpuz38","undefined",,,"https://aiskillshouse.com/student/qr-mediator.html?uid=50&promptId=15","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined",,,"undefined",,,"undefined","undefined","undefined","undefined","undefined","undefined","2025-09-24T04:10:59.913Z","2025-09-24T04:11:12.309Z",12.4,12.40
